Grundstueck in qm;Grundstuecksform;Steigung;Bezirk;Zone;Lage;Typ;Zustand;Gebaut;Renoviert;Zustand Fassade;Kellerflaeche in qm;Heizung;Heizungsqualitaet;Klimaanlage;Erster Stock in qm;Zweiter Stock in qm;Wohnflaeche in qm;Schlafzimmer;Kuechen;Kuechenqualitaet;Raeume;Garage Typ;Garagenkapazitaet;Pool;Verkaufsmonat;Verkaufsjahr;Preis
930;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2087;2126;3;99;GasA;Ty;Y;115;0;115;2;1;4;6;Anbau;1;NA;5;2136;134450
942;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2093;2093;3;128;GasA;Ud;Y;128;0;128;3;1;3;6;Anbau;1;NA;6;2139;154000
907;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2096;2096;3;98;GasA;Ty;Y;98;0;98;3;1;3;6;Anbau;1;NA;3;2136;124400
1234;Reg;Nein;Somerset;RL;Pos;1Fam;5;2084;2084;3;128;GasA;Ty;Y;128;0;128;3;1;3;6;Anbau;1;NA;6;2138;165000
929;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2086;2086;3;98;GasA;Ex;Y;127;0;127;3;1;3;6;TG;1;NA;2;2136;148000
650;Reg;Nein;Water District;RM;Norm;1Fam;7;2056;2080;3;80;GasA;Ex;Y;80;39;119;3;1;3;6;Freistehend;2;NA;5;2136;145400
746;IR1;Nein;Miller;RL;Norm;1Fam;5;2135;2135;3;68;GasA;Ex;Y;68;68;135;3;1;4;8;Anbau;2;NA;7;2138;176000
1115;Reg;Ja;City Hall;RL;Norm;1Fam;7;2071;2080;3;65;GasA;Ex;Y;80;65;145;3;1;2;7;Anbau;1;NA;7;2139;174500
815;Reg;Ja;Grand Park;RL;Str;1Fam;6;2040;2130;4;63;GasA;Gut;Y;71;63;133;3;1;3;6;Anbau;2;NA;10;2136;98000
541;IR1;Nein;Dixon Side;RL;Norm;1Fam;5;2056;2083;4;56;GasA;Gut;Y;69;0;69;1;1;3;5;Freistehend;2;NA;6;2136;79900
222;Reg;Ja;Paris Island;RM;Norm;RMH;6;2103;2103;3;88;GasA;Ex;Y;88;0;88;2;1;3;5;Anbau;1;NA;5;2140;119500
1208;IR1;Nein;Miller;RL;Norm;1Fam;5;2127;2127;3;90;GasA;Gut;Y;92;115;208;4;1;4;8;Eingebaut;2;NA;11;2136;222000
1093;Reg;Nein;East End;RL;Norm;1Fam;5;2122;2123;3;103;GasA;Ex;Y;103;102;205;4;1;4;9;Anbau;2;NA;9;2137;263000
827;Reg;Nein;North East;RL;Norm;1Fam;5;2137;2137;3;88;GasA;Ex;Y;88;106;194;4;1;4;10;Eingebaut;3;NA;6;2138;250000
843;Reg;Nein;Somerset West;RL;Norm;2Fam;8;2123;2123;4;125;GasA;Gut;Y;134;0;134;2;2;4;8;Anbau;4;NA;4;2136;224500
1364;IR1;Ja;City Hall;RL;Norm;1Fam;4;2090;2090;3;118;GasA;Ex;Y;118;0;118;2;1;3;5;Anbau;1;NA;6;2139;155000
3391;IR1;Ja;Clear Creek;RL;Norm;1Fam;5;2094;2094;4;151;GasA;Ud;Y;147;0;147;4;1;3;7;Anbau;2;NA;6;2136;190000
580;Reg;Nein;North East;RL;Norm;REH;5;2136;2136;3;123;GasA;Ex;Y;123;0;123;2;1;4;6;Anbau;2;NA;12;2139;254000
750;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2124;2125;3;92;GasA;Ex;Y;92;0;92;3;1;3;5;NA;0;NA;8;2137;123600
886;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2083;2083;3;103;GasA;Gut;Y;153;0;153;3;1;3;6;Anbau;1;2;2;2137;153000
1070;Reg;Nein;North East;RL;Pos;1Fam;5;2135;2135;3;158;GasA;Ex;Y;158;0;158;3;1;5;7;Anbau;3;NA;6;2140;275000
1042;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2122;2122;3;98;GasA;Ex;Y;98;73;171;3;1;4;8;Anbau;2;NA;5;2140;189000
942;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2134;2134;3;140;GasA;Ex;Y;140;0;140;3;1;4;6;Anbau;3;NA;1;2139;203000
724;IR1;Nein;Miller;RL;Norm;1Fam;5;2134;2135;3;67;GasA;Ex;Y;67;67;133;3;1;4;6;Anbau;2;NA;7;2139;188500
1156;IR1;Nein;ChinaTown;RL;Pos;1Fam;5;2125;2125;3;73;GasA;Ex;Y;74;65;139;3;1;4;6;Anbau;2;NA;8;2136;187000
974;Reg;Nein;New Gotham;RL;Norm;1Fam;8;2088;2088;4;55;GasA;Ex;Y;106;0;106;3;1;3;6;Anbau;1;NA;6;2137;145000
813;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2128;2128;3;86;GasA;Ex;Y;86;78;165;3;1;3;7;Anbau;2;NA;4;2139;200000
1101;Reg;Nein;Somerset West;RL;Norm;2Fam;5;2130;2130;3;109;GasA;Ex;Y;109;150;259;6;2;3;8;Eingebaut;4;NA;10;2139;269500
1128;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2080;2080;3;85;GasA;Gut;Y;85;57;141;3;1;4;6;Freistehend;1;NA;9;2136;147500
671;Reg;Nein;City Hall;RL;Norm;1Fam;5;2056;2080;3;120;GasA;Ty;Y;132;0;132;3;1;3;6;Freistehend;1;NA;4;2137;136500
973;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2138;2138;3;157;GasA;Ex;Y;157;0;157;3;1;4;7;Anbau;3;NA;2;2140;245350
705;Reg;Nein;City Hall;RL;Norm;1Fam;6;2050;2080;3;74;GasA;Gut;Y;84;84;167;4;1;3;9;Freistehend;1;NA;7;2136;200100
892;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2085;2126;3;92;GasA;Gut;Y;154;0;154;3;1;4;8;Eingebaut;1;NA;10;2138;165500
738;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2089;2089;3;107;GasA;Ex;Y;107;0;107;3;1;3;6;Anbau;1;NA;5;2136;141000
729;IR1;Nein;Miller;RL;Norm;1Fam;6;2129;2129;3;36;GasA;Ex;Y;72;61;133;3;1;3;7;Eingebaut;2;NA;6;2139;168000
652;Reg;Nein;Burnley;RM;Norm;2Fam;5;2127;2127;4;120;GasA;Gut;Y;127;0;127;2;2;3;8;Anbau;4;NA;11;2136;215000
807;Reg;Nein;Somerst;RL;Norm;1Fam;5;2135;2135;3;150;GasA;Ex;Y;150;0;150;3;1;4;7;Anbau;3;NA;4;2136;232000
1365;IR1;Nein;New Gotham;RL;Norm;1Fam;8;2096;2138;4;145;GasA;Gut;Y;146;0;146;2;1;4;5;Anbau;2;NA;7;2139;256000
1365;IR1;Nein;DiamondDistrict;RL;Norm;1Fam;9;2107;2138;5;157;GasA;Ex;Y;157;0;157;2;1;5;5;Anbau;2;NA;6;2139;318750
1236;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2086;2131;3;94;GasA;Gut;Y;129;0;129;2;1;3;6;Anbau;2;NA;6;2136;159000
1093;IR1;Nein;East End;RL;Norm;1Fam;7;2129;2137;3;107;GasA;Ex;Y;108;103;211;4;1;4;9;Anbau;3;NA;4;2140;290000
1137;IR1;Nein;North West;RL;Norm;1Fam;6;2101;2101;3;138;GasA;Gut;Y;138;0;138;3;1;3;7;Anbau;2;NA;2;2137;175000
1123;IR1;Nein;North West;RL;Norm;1Fam;6;2111;2111;4;132;GasA;Ty;Y;132;0;132;3;1;4;7;Anbau;2;NA;6;2138;175500
764;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2131;3;91;GasA;Ex;Y;94;82;176;3;1;3;8;Anbau;2;NA;7;2138;226750
733;Reg;Nein;University;RL;Norm;1Fam;6;2069;2080;3;80;GasA;Ty;Y;80;0;80;2;1;3;4;Freistehend;2;NA;3;2140;126000
949;Reg;Ja;Grand Park;RL;Norm;1Fam;5;2084;2084;3;80;GasA;Ex;Y;88;0;88;3;1;3;5;Anbau;1;NA;2;2137;111000
2083;IR1;Nein;City Hall;RL;Str;1Fam;6;2048;2080;3;127;GasW;Ty;N;127;117;244;4;1;3;10;Freistehend;3;NA;11;2137;239000
227;Reg;Nein;North East;RL;Norm;RMH;5;2133;2134;3;71;GasA;Ex;Y;71;80;151;2;1;4;6;Eingebaut;2;NA;10;2138;155000
865;IR1;Nein;Somerset;RL;Bahn;1Fam;5;2095;2095;3;91;GasA;Ty;Y;91;0;91;3;1;3;5;Anbau;1;NA;7;2136;126000
950;Reg;Nein;Old Gotham;RL;Norm;1Fam;7;2055;2080;3;98;GasA;Ex;Y;100;0;100;3;1;5;6;Freistehend;1;NA;12;2139;125000
781;Reg;Nein;Grand Park;RL;Norm;1Fam;3;2075;2080;3;0;Wand;Ty;N;101;41;142;4;1;3;9;Freistehend;1;NA;4;2139;98000
1247;Reg;Nein;North East;RL;Norm;1Fam;5;2134;2135;3;104;GasA;Ex;Y;105;123;228;4;1;4;9;Eingebaut;3;NA;9;2136;309000
1148;IR1;Nein;Old Gotham;RM;Str;1Fam;6;2071;2080;3;67;GasA;Ty;Y;79;0;128;2;1;3;7;Freistehend;2;NA;5;2137;128500
212;Reg;Nein;Robinson Park;RL;Norm;RMH;6;2106;2106;3;79;GasA;Ty;Y;79;56;135;3;1;3;7;Anbau;2;NA;7;2139;148500
1214;Reg;Nein;Somerset West;RL;Bahn;1Fam;5;2135;2136;3;109;GasA;Ex;Y;109;0;109;3;1;4;6;NA;0;NA;6;2138;146000
909;Reg;Nein;Water District;RM;Norm;1Fam;4;2052;2080;3;94;GasA;Ud;N;100;0;100;3;1;3;6;Freistehend;1;NA;5;2136;91000
1005;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2138;2138;3;160;GasA;Ex;Y;160;0;160;3;1;5;8;Anbau;3;NA;11;2139;332000
156;Reg;Nein;Novick District;RM;Norm;RMH;5;2102;2102;3;45;GasA;Ty;Y;45;43;88;2;1;3;5;Freistehend;1;NA;7;2136;89000
19997;IR3;Ja;Tricorner;RL;Norm;1Fam;5;2095;2095;3;198;GasW;Ty;Y;189;0;189;3;1;3;8;Anbau;2;NA;6;2139;375000
166;Reg;Nein;Fashion District;RM;Norm;RMH;6;2110;2110;4;48;GasA;Gut;Y;49;48;97;2;1;3;5;Freistehend;2;NA;12;2137;123900
486;IR3;Ja;Old Gotham;RM;Str;1Fam;5;2055;2134;3;63;GasA;Gut;N;71;0;71;2;1;3;4;Freistehend;2;NA;6;2138;73000
859;IR2;Nein;ChinaTown;RL;Norm;1Fam;5;2124;2125;3;92;GasA;Ex;Y;92;0;92;3;1;3;5;Freistehend;2;NA;2;2138;145000
892;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2097;2097;3;106;GasA;Gut;Y;106;0;106;3;1;3;6;Anbau;1;NA;7;2136;158000
1429;IR1;Nein;Miller;RL;Bahn;1Fam;5;2134;2135;3;73;GasA;Ex;Y;73;65;138;3;1;4;8;Anbau;2;NA;2;2138;184000
948;Reg;Nein;Somerst;RL;Norm;1Fam;5;2137;2137;3;145;GasA;Ex;Y;145;0;145;3;1;4;6;Anbau;3;NA;10;2138;245000
1089;IR1;Nein;North West;RL;Pos;1Fam;6;2100;2100;3;134;GasA;Ty;Y;134;0;134;2;1;3;6;Anbau;2;NA;2;2139;185000
1187;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2082;2133;3;94;GasA;Ex;Y;94;0;94;2;1;3;4;Anbau;1;NA;1;2136;139500
850;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2092;2092;3;102;GasA;Gut;Y;133;0;133;3;1;3;6;TG;1;NA;12;2138;165000
1151;Reg;Nein;North West;RL;Norm;1Fam;7;2106;2106;3;74;GasA;Ty;Y;106;74;180;3;1;3;7;Anbau;2;NA;11;2137;197900
836;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2130;2130;3;73;GasA;Ex;Y;73;81;153;3;1;4;6;Anbau;2;NA;6;2138;207500
737;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2093;2093;3;97;GasA;Ty;Y;97;0;97;3;1;3;6;Anbau;1;NA;4;2139;127000
1057;Reg;Nein;Somerset;RL;Norm;1Fam;5;2084;2125;3;90;GasA;Ty;Y;121;0;121;3;1;4;6;Anbau;2;NA;10;2137;150000
1254;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2009;2117;4;76;GasA;Ty;Y;122;106;228;3;1;3;8;Anbau;2;NA;2;2137;185000
744;Reg;Nein;Somerset West;RL;Norm;REH;5;2123;2124;3;149;GasA;Ex;Y;150;0;150;2;1;4;5;Anbau;2;NA;7;2138;193000
646;Reg;Nein;Grand Park;RL;Norm;1Fam;7;2078;2080;4;58;GasA;Ex;Y;58;29;87;3;1;3;5;Anbau;1;NA;4;2136;97900
1676;IR1;Ja;City Hall;RL;Norm;1Fam;5;2116;2116;3;26;GasA;Gut;Y;253;0;253;2;1;4;6;Anbau;2;4;8;2137;315000
843;IR1;Nein;Somerset;RL;Norm;1Fam;5;2091;2091;3;80;GasA;Ty;Y;80;0;80;2;1;3;5;Anbau;1;NA;7;2139;122000
802;IR1;Nein;Somerset;RL;Bahn;1Fam;6;2093;2093;3;86;GasA;Gut;Y;86;0;86;2;1;3;5;Freistehend;2;NA;10;2136;133500
547;Reg;Nein;Water District;RM;Norm;1Fam;8;2060;2137;4;76;GasA;Ex;Y;76;0;76;2;1;3;5;Freistehend;1;NA;6;2138;120500
446;Reg;Nein;Water District;RM;Norm;1Fam;7;2046;2120;3;111;GasA;Ex;Y;111;0;111;2;1;3;5;Freistehend;2;NA;7;2137;109900
1060;Reg;Nein;Grand Park;RL;Norm;1Fam;4;2079;2138;3;71;GasA;Gut;Y;107;53;159;3;1;3;8;Anbau;1;NA;1;2139;131000
1115;Reg;Nein;North East;RL;Norm;1Fam;5;2133;2134;3;110;GasA;Ex;Y;115;106;221;4;1;5;10;Eingebaut;3;NA;5;2137;285000
1015;Reg;Ja;Grand Park;RL;Norm;1Fam;5;2095;2095;3;89;GasA;Ty;Y;89;0;89;3;1;3;6;Anbau;1;NA;5;2137;94750
1162;IR1;Nein;Burnley;RL;Norm;1Fam;7;2070;2115;3;91;GasA;Ex;Y;91;71;163;4;1;3;7;Anbau;1;NA;7;2138;160000
759;Reg;Nein;Grand Park;RL;Norm;1Fam;7;2085;2120;3;80;GasA;Ty;Y;80;0;80;2;1;3;5;Freistehend;2;NA;4;2136;115000
14772;IR2;Ja;Clear Creek;RL;Norm;1Fam;7;2088;2136;3;134;GasA;Gut;Y;134;65;199;4;1;4;7;Anbau;2;NA;6;2137;277000
858;Reg;Nein;Somerset;RL;Str;1Fam;8;2093;2133;4;89;GasA;Ex;Y;89;0;89;3;1;4;6;Anbau;1;NA;5;2138;144900
285;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2050;2123;4;62;GasA;Ex;Y;62;62;123;3;1;3;6;Freistehend;1;NA;2;2140;122000
849;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2030;2133;3;32;GasA;Ex;Y;66;29;94;2;1;3;5;Freistehend;1;NA;5;2138;114000
941;Reg;Nein;Old Gotham;RL;Norm;1Fam;6;2070;2080;3;68;GasA;Gut;Y;68;28;96;2;1;3;5;Freistehend;1;NA;7;2137;109000
1085;IR1;Nein;Somerset;RL;Norm;1Fam;4;2096;2096;3;97;GasA;Ty;Y;97;0;97;3;1;3;6;Anbau;1;NA;2;2137;123000
914;Reg;Nein;University;RL;Str;1Fam;6;2051;2128;3;57;GasA;Ex;Y;92;150;242;4;1;3;8;Eingebaut;2;NA;5;2138;189000
1558;Reg;Nein;North East;RL;Norm;1Fam;5;2132;2133;3;159;GasA;Ex;Y;159;0;159;3;1;4;8;Anbau;3;NA;9;2139;286500
1174;IR1;Nein;Burnley;RL;Norm;2Fam;5;2106;2106;3;161;GasA;Ty;Y;161;0;161;4;2;3;8;Anbau;2;NA;7;2136;150900
1059;Reg;Nein;East End;RL;Norm;1Fam;5;2131;2132;3;245;GasA;Ex;Y;245;0;245;2;1;5;8;Anbau;3;NA;3;2137;466500
1283;IR1;Nein;Tricorner;RL;Norm;1Fam;6;2117;2117;3;103;GasA;Gut;Y;106;0;106;2;1;4;5;Anbau;2;NA;7;2136;176000
1015;Reg;Nein;Grand Park;RL;Norm;2Fam;5;2089;2089;3;156;GasA;Ty;Y;156;0;156;6;2;3;10;NA;0;NA;8;2139;119900
1268;Reg;Nein;Somerset;RL;Norm;1Fam;5;2088;2088;4;98;GasA;Ex;Y;116;62;178;4;1;4;8;Anbau;2;NA;7;2136;172500
557;Reg;Nein;Old Gotham;RM;Norm;2FamAn;4;2084;2084;3;75;GasA;Ty;Y;75;54;129;3;2;4;7;Eingebaut;1;NA;11;2139;93000
2021;Reg;Ja;Burnley;RL;Str;1Fam;5;2084;2084;3;92;GasA;Ex;Y;92;0;92;2;1;3;4;Anbau;2;NA;2;2138;113000
1839;Reg;Nein;Grand Park;RL;Norm;1Fam;8;2065;2120;3;171;GasA;Gut;Y;171;171;341;5;1;4;7;Freistehend;2;NA;12;2136;415000
998;IR1;Nein;North West;RL;Norm;1Fam;7;2096;2096;3;102;GasA;Gut;Y;102;0;102;3;1;3;6;Anbau;2;NA;11;2137;158500
954;IR1;Nein;Somerset;RL;Norm;1Fam;7;2097;2135;2;92;GasA;Ex;Y;92;0;92;3;1;4;6;Anbau;1;NA;7;2138;145000
1045;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2131;3;88;GasA;Ex;Y;88;86;174;3;1;4;6;Anbau;2;NA;5;2139;211000
1477;IR2;Nein;Miller;RL;Bahn;1Fam;5;2129;2129;3;109;GasA;Ex;Y;114;101;215;4;1;4;8;Eingebaut;3;NA;5;2139;245000
1044;Reg;Nein;Somerset;RL;Norm;1Fam;5;2093;2109;3;98;GasA;Gut;Y;128;0;128;3;1;3;6;Anbau;2;NA;10;2136;148000
922;IR1;Nein;North West;RL;Norm;1Fam;5;2106;2106;3;97;GasA;Ty;Y;101;0;101;2;1;3;5;Anbau;2;NA;7;2136;172000
1344;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2138;2138;3;152;GasA;Ex;Y;152;0;152;3;1;5;7;Anbau;3;NA;1;2139;316500
736;IR1;Nein;Water District;RM;Str;1Fam;7;2050;2080;2;30;GasA;Ty;Y;96;34;131;3;1;2;6;NA;0;NA;3;2138;89500
1084;IR2;Nein;Dixon Side;RL;Norm;1Fam;5;2055;2080;3;76;GasA;Ty;Y;76;0;76;2;1;3;4;Freistehend;1;NA;7;2136;109000
1052;IR1;Nein;Somerset;RL;Norm;1Fam;6;2097;2097;3;99;GasA;Ty;Y;99;0;99;3;1;3;6;Anbau;2;NA;6;2136;153600
1209;Reg;Nein;Somerset;RL;Norm;1Fam;5;2108;2108;3;94;GasA;Ty;Y;102;0;102;3;1;3;6;Anbau;2;NA;12;2138;157500
1466;Reg;Nein;Old Gotham;RL;Str;1Fam;5;2082;2082;3;86;GasA;Ty;Y;86;0;86;2;1;3;6;Freistehend;1;NA;6;2137;112500
911;Reg;Nein;Tricorner;RL;Norm;1Fam;5;2136;2137;3;36;GasA;Gut;Y;69;65;134;3;1;3;7;Eingebaut;2;NA;4;2140;174000
801;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2086;2086;3;0;GasA;Gut;Y;90;0;90;2;1;3;5;Anbau;1;NA;5;2137;104500
903;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2077;2080;3;87;GasA;Ex;Y;97;0;97;2;1;3;5;Freistehend;1;NA;5;2136;137000
752;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2045;2080;2;82;GasA;Ex;Y;82;100;182;4;1;3;9;Freistehend;2;NA;6;2140;149500
1750;IR1;Nein;North West;RL;Norm;1Fam;5;2108;2108;3;114;GasA;Ty;Y;120;56;176;3;1;3;7;Anbau;2;NA;4;2140;212500
1095;IR1;Nein;East End;RL;Norm;1Fam;5;2126;2127;3;128;GasA;Ex;Y;128;94;223;3;1;4;8;Anbau;3;NA;8;2137;315750
939;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2133;2133;3;78;GasA;Ex;Y;78;80;158;3;1;4;7;Anbau;2;NA;7;2138;188000
989;Reg;Nein;ChinaTown;RL;Norm;1Fam;6;2106;2106;3;83;GasA;Ty;Y;83;0;83;3;1;3;5;Anbau;1;NA;2;2140;128200
220;Reg;Nein;Robinson Park;RL;Norm;REH;5;2108;2108;3;79;GasA;Ty;Y;79;56;135;3;1;3;6;Anbau;2;NA;4;2139;138000
816;IR1;Nein;Burnley;RL;Norm;1Fam;5;2115;2115;3;77;GasA;Ex;Y;77;0;77;3;1;3;5;NA;0;NA;3;2139;112000
780;Reg;Nein;Somerset West;RH;Str;1Fam;4;2080;2080;2;67;GasA;Gut;Y;78;0;78;2;1;3;4;CarPort;1;NA;9;2139;82000
743;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2078;2132;4;90;GasA;Ex;Y;90;0;90;2;1;3;5;Freistehend;1;NA;5;2139;132000
1698;IR1;Ja;New Gotham;RL;Norm;1Fam;8;2092;2128;3;134;GasA;Ty;Y;177;51;227;3;1;3;9;Anbau;2;NA;9;2136;277500
176;Reg;Nein;Paris Island;RM;Norm;REH;6;2102;2102;3;51;GasA;Ty;Y;51;51;101;3;1;3;5;Anbau;1;NA;6;2140;85500
720;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2048;2125;4;102;GasA;Ex;Y;102;108;210;4;1;3;8;Freistehend;1;NA;5;2137;200000
903;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2132;3;126;GasA;Ex;Y;127;54;181;3;1;4;7;Eingebaut;3;NA;1;2138;274000
1257;IR1;Nein;Somerset;RL;Norm;1Fam;6;2095;2095;3;87;GasA;Ty;Y;87;0;87;3;1;3;5;Anbau;1;NA;11;2136;137000
922;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2099;2099;3;90;GasA;Ty;Y;90;0;90;3;1;3;5;Anbau;1;NA;5;2136;128500
1032;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2126;2126;4;81;GasA;Gut;Y;90;0;90;2;1;3;4;Anbau;2;NA;7;2140;159000
849;IR1;Nein;Somerst;RL;Norm;1Fam;5;2136;2136;3;132;GasA;Ex;Y;133;0;133;3;1;4;7;Anbau;2;NA;9;2139;245000
1022;IR1;Nein;East End;RL;Norm;1Fam;5;2128;2129;3;129;GasA;Ex;Y;131;109;240;4;1;4;9;Anbau;3;NA;1;2137;322500
871;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2084;2084;4;90;GasA;Ex;Y;125;0;125;3;1;3;6;Anbau;2;NA;6;2136;146000
580;Reg;Nein;Dixon Side;RM;Norm;1Fam;5;2069;2080;3;92;GasA;Ty;Y;116;71;187;4;1;3;7;Freistehend;2;NA;1;2138;150000
910;Reg;Nein;North West;RL;Str;1Fam;5;2093;2093;3;123;GasA;Ty;Y;123;0;123;3;1;3;6;Anbau;2;NA;6;2140;143000
1182;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2131;3;142;GasA;Ex;Y;142;84;227;4;1;4;7;Anbau;2;NA;1;2137;275000
2023;Reg;Nein;Grand Park;RL;Norm;1Fam;7;2048;2080;3;108;GasA;Ex;Y;108;47;156;4;1;3;8;Freistehend;2;NA;7;2138;185000
446;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2040;2133;3;63;GasA;Ud;N;63;63;126;2;1;3;6;Anbau;1;NA;1;2138;111000
840;Reg;Nein;City Hall;RL;Norm;1Fam;9;2071;2136;4;107;GasA;Ex;Y;110;107;217;4;1;4;9;Anbau;1;NA;5;2140;266500
656;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2093;2093;3;72;GasA;Ty;Y;91;76;167;4;1;3;8;Anbau;2;NA;10;2138;140000
1054;Reg;Nein;New Gotham;RL;Str;1Fam;5;2088;2088;3;81;GasW;Ty;Y;81;60;142;3;1;3;7;Anbau;1;NA;7;2137;144000
930;IR1;Nein;New Gotham;RL;Norm;1Fam;7;2089;2136;3;98;GasA;Ex;Y;98;0;98;3;1;4;5;Anbau;1;NA;8;2138;145500
929;Reg;Nein;Burnley;RL;Norm;1Fam;5;2132;2132;3;134;GasA;Ex;Y;129;0;129;3;1;4;6;Anbau;3;NA;12;2137;215000
440;IR1;Nein;The Bowery;RL;Norm;REH;5;2118;2118;3;108;GasA;Gut;Y;110;0;110;2;1;3;5;Anbau;2;NA;10;2137;182000
1162;IR1;Nein;New Gotham;RL;Str;1Fam;4;2050;2137;4;66;GasA;Gut;Y;119;42;161;4;1;3;7;Anbau;1;NA;6;2139;104900
1209;Reg;Nein;ChinaTown;RL;Norm;1Fam;6;2126;2126;4;102;GasA;Ex;Y;102;0;102;3;1;3;5;Anbau;2;NA;6;2136;145000
628;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2040;2080;3;45;GasA;Ty;N;84;0;84;2;1;3;5;Freistehend;1;NA;9;2138;78000
1093;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2086;2086;3;107;GasA;Ex;Y;145;0;145;2;1;3;7;Anbau;1;NA;5;2139;103500
1155;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2087;2087;3;169;GasA;Ud;Y;169;0;169;5;2;3;9;Freistehend;2;NA;1;2138;146000
1592;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2086;2086;3;105;GasA;Ex;Y;114;0;114;3;1;3;6;Anbau;1;NA;4;2139;135000
1226;IR1;Nein;New Gotham;RL;Str;1Fam;6;2088;2088;3;130;GasA;Ex;Y;146;0;146;3;1;3;5;Anbau;2;NA;5;2138;166800
341;Reg;Nein;Grand Park;RM;Norm;REH;5;2135;2135;3;51;GasA;Gut;Y;100;0;100;2;1;3;5;TG;2;NA;5;2136;145000
948;Reg;Nein;Somerst;RL;Pos;1Fam;5;2138;2138;3;150;GasA;Ex;Y;154;0;154;3;1;4;7;Anbau;3;NA;9;2139;257500
766;IR1;Nein;Somerset;RL;Norm;1Fam;8;2098;2131;4;98;GasA;Ex;Y;98;0;98;3;1;4;6;Anbau;1;NA;5;2140;154000
948;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2104;2104;3;133;GasA;Ty;Y;133;0;133;4;1;3;7;Anbau;2;NA;6;2139;157000
859;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2084;2135;3;98;GasA;Ty;Y;98;0;98;3;1;3;6;Anbau;1;NA;7;2137;139400
743;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2089;2089;3;117;GasA;Gut;Y;117;0;117;3;1;4;6;Anbau;1;NA;5;2138;159000
855;IR1;Nein;ChinaTown;RL;Norm;1Fam;6;2105;2110;3;87;GasA;Ty;Y;87;0;87;3;1;3;5;Freistehend;1;NA;7;2138;130250
1590;Reg;Nein;Clear Creek;RL;Str;1Fam;4;2089;2089;3;0;GasA;Ty;Y;104;43;148;4;1;3;7;Freistehend;2;NA;7;2138;134432
1331;Reg;Nein;Tricorner;RL;Norm;1Fam;5;2132;2132;3;167;GasA;Ex;Y;167;0;167;3;1;4;7;Anbau;3;NA;5;2136;312500
753;Reg;Nein;Somerset;RL;Str;1Fam;8;2091;2137;4;80;GasA;Ex;Y;80;0;80;3;1;4;5;Freistehend;1;NA;7;2138;135000
1115;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2078;2135;3;86;GasA;Ex;Y;104;0;104;2;1;4;6;Anbau;2;NA;5;2138;147000
1145;IR1;Nein;Burnley;RL;Norm;1Fam;5;2106;2106;3;94;GasA;Ty;Y;96;0;96;3;1;3;6;Anbau;3;NA;5;2140;169900
858;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2127;2127;4;137;GasA;Ex;Y;139;0;139;3;1;4;6;Anbau;2;NA;7;2136;217000
